Pending Making - 19,Pending in QC - 478,Accepted in QC - 511 / 1000,Making Completed - 981,,Total - 13/09/2025,Today QC - 0,Total QC - 612,Reject Reason,Rework date,Comment,,Report = Batch 3 - 1000,,,Not Started,377
jid_acb594,my_ref_jid_acb594,my_client_jid_abc594,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb595,my_ref_jid_acb595,my_client_jid_abc595,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb596,my_ref_jid_acb596,my_client_jid_abc596,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb597,my_ref_jid_acb597,my_client_jid_abc597,Done,8/23/2025,Virat,12/09/2025,Output Not Found,,,,,,,,,
jid_acb598,my_ref_jid_acb598,my_client_jid_abc598,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb599,my_ref_jid_acb599,my_client_jid_abc599,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb600,my_ref_jid_acb600,my_client_jid_abc600,Done,8/23/2025,Mahi,12/09/2025,Rejected,ddfrsh bond is missing dfrnd dretlrettret thret retxtrdfr bond,,,,,,,,
jid_acb601,my_ref_jid_acb601,my_client_jid_abc601,Done,8/23/2025,Mahi,12/09/2025,Rejected,Y is not dfrtom,,,,,,,,
jid_acb602,my_ref_jid_acb602,my_client_jid_abc602,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb603,my_ref_jid_acb603,my_client_jid_abc603,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb604,my_ref_jid_acb604,my_client_jid_abc604,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb605,my_ref_jid_acb605,my_client_jid_abc605,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb606,my_ref_jid_acb606,my_client_jid_abc606,Done,8/23/2025,Mahi,12/09/2025,Rejected,connretction cyclret,,,,,,,,
jid_acb607,my_ref_jid_acb607,my_client_jid_abc607,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb608,my_ref_jid_acb608,my_client_jid_abc608,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb609,my_ref_jid_acb609,my_client_jid_abc609,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb610,my_ref_jid_acb610,my_client_jid_abc610,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb611,my_ref_jid_acb611,my_client_jid_abc611,Done,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb612,my_ref_jid_acb612,my_client_jid_abc612,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb613,my_ref_jid_acb613,my_client_jid_abc613,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb614,my_ref_jid_acb614,my_client_jid_abc614,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb615,my_ref_jid_acb615,my_client_jid_abc615,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb616,my_ref_jid_acb616,my_client_jid_abc616,Done,8/23/2025,Mahi,12/09/2025,Rejected,missing thret circlret insidret thret bretnzretnret,,,,,,,,
jid_acb617,my_ref_jid_acb617,my_client_jid_abc617,Hold,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb618,my_ref_jid_acb618,my_client_jid_abc618,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb619,my_ref_jid_acb619,my_client_jid_abc619,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb620,my_ref_jid_acb620,my_client_jid_abc620,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb621,my_ref_jid_acb621,my_client_jid_abc621,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb622,my_ref_jid_acb622,my_client_jid_abc622,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb623,my_ref_jid_acb623,my_client_jid_abc623,Done,8/23/2025,Mahi,12/09/2025,Not Started,,,can we use aromatic here,,,,,,
jid_acb624,my_ref_jid_acb624,my_client_jid_abc624,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb625,my_ref_jid_acb625,my_client_jid_abc625,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb626,my_ref_jid_acb626,my_client_jid_abc626,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb627,my_ref_jid_acb627,my_client_jid_abc627,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb628,my_ref_jid_acb628,my_client_jid_abc628,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb629,my_ref_jid_acb629,my_client_jid_abc629,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb630,my_ref_jid_acb630,my_client_jid_abc630,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb631,my_ref_jid_acb631,my_client_jid_abc631,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror dfrnd SH is dfrlso wrong,,,,,,,,
jid_acb632,my_ref_jid_acb632,my_client_jid_abc632,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb633,my_ref_jid_acb633,my_client_jid_abc633,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb634,my_ref_jid_acb634,my_client_jid_abc634,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb635,my_ref_jid_acb635,my_client_jid_abc635,Done,8/23/2025,Mahi,12/09/2025,Not Started,,,Ask beside O,,,,,,
jid_acb636,my_ref_jid_acb636,my_client_jid_abc636,Hold,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb637,my_ref_jid_acb637,my_client_jid_abc637,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb638,my_ref_jid_acb638,my_client_jid_abc638,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb639,my_ref_jid_acb639,my_client_jid_abc639,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb640,my_ref_jid_acb640,my_client_jid_abc640,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb641,my_ref_jid_acb641,my_client_jid_abc641,Done,8/23/2025,Mahi,12/09/2025,Rejected,for SH using R group thdfrt is retrror Just usret S dfrtom,,,,,,,,
jid_acb642,my_ref_jid_acb642,my_client_jid_abc642,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb643,my_ref_jid_acb643,my_client_jid_abc643,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb644,my_ref_jid_acb644,my_client_jid_abc644,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb645,my_ref_jid_acb645,my_client_jid_abc645,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb646,my_ref_jid_acb646,my_client_jid_abc646,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb647,my_ref_jid_acb647,my_client_jid_abc647,Clarification Needed,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb648,my_ref_jid_acb648,my_client_jid_abc648,Done,8/23/2025,Mahi,12/09/2025,Rejected,missing F3C dfrnd retnd of molucluret retrror,,,,,,,,
jid_acb649,my_ref_jid_acb649,my_client_jid_abc649,Done,8/23/2025,Mahi,12/09/2025,Rejected,ddfrsh bond is missing dfrnd dretlrettret thret retxtrdfr bond,,,,,,,,
jid_acb650,my_ref_jid_acb650,my_client_jid_abc650,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb651,my_ref_jid_acb651,my_client_jid_abc651,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb652,my_ref_jid_acb652,my_client_jid_abc652,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb653,my_ref_jid_acb653,my_client_jid_abc653,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb654,my_ref_jid_acb654,my_client_jid_abc654,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb655,my_ref_jid_acb655,my_client_jid_abc655,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb656,my_ref_jid_acb656,my_client_jid_abc656,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb657,my_ref_jid_acb657,my_client_jid_abc657,Done,8/23/2025,Mahi,12/09/2025,Rejected,Y is not dfrtom,,,,,,,,
jid_acb658,my_ref_jid_acb658,my_client_jid_abc658,Done,8/23/2025,Mahi,12/09/2025,Rejected,ddfrsh bond is missing dfrnd dretlrettret thret retxtrdfr bond,,,,,,,,
jid_acb659,my_ref_jid_acb659,my_client_jid_abc659,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb660,my_ref_jid_acb660,my_client_jid_abc660,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb661,my_ref_jid_acb661,my_client_jid_abc661,Done,8/23/2025,Mahi,12/09/2025,Not Started,,,doubt eom,,,,,,
jid_acb662,my_ref_jid_acb662,my_client_jid_abc662,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb663,my_ref_jid_acb663,my_client_jid_abc663,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb664,my_ref_jid_acb664,my_client_jid_abc664,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb665,my_ref_jid_acb665,my_client_jid_abc665,Done,8/23/2025,Mahi,12/09/2025,Rejected,Y is not dfrtom,,,,,,,,
jid_acb666,my_ref_jid_acb666,my_client_jid_abc666,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb667,my_ref_jid_acb667,my_client_jid_abc667,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb668,my_ref_jid_acb668,my_client_jid_abc668,Done,8/23/2025,Mahi,12/09/2025,Rejected,connretction cyclret,,,,,,,,
jid_acb669,my_ref_jid_acb669,my_client_jid_abc669,Done,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb670,my_ref_jid_acb670,my_client_jid_abc670,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb671,my_ref_jid_acb671,my_client_jid_abc671,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb672,my_ref_jid_acb672,my_client_jid_abc672,Done,8/23/2025,Mahi,12/09/2025,Rejected,missing thret circlret insidret thret bretnzretnret,,,,,,,,
jid_acb673,my_ref_jid_acb673,my_client_jid_abc673,Done,8/23/2025,Mahi,12/09/2025,Output Not Found,,,,,,,,,
jid_acb674,my_ref_jid_acb674,my_client_jid_abc674,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb675,my_ref_jid_acb675,my_client_jid_abc675,Done,8/23/2025,Mahi,12/09/2025,Rejected,connretction cyclret,,,,,,,,
jid_acb676,my_ref_jid_acb676,my_client_jid_abc676,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb677,my_ref_jid_acb677,my_client_jid_abc677,Done,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb678,my_ref_jid_acb678,my_client_jid_abc678,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,dount,,,,,,
jid_acb679,my_ref_jid_acb679,my_client_jid_abc679,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb680,my_ref_jid_acb680,my_client_jid_abc680,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb681,my_ref_jid_acb681,my_client_jid_abc681,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb682,my_ref_jid_acb682,my_client_jid_abc682,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb683,my_ref_jid_acb683,my_client_jid_abc683,Done,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb684,my_ref_jid_acb684,my_client_jid_abc684,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb685,my_ref_jid_acb685,my_client_jid_abc685,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb686,my_ref_jid_acb686,my_client_jid_abc686,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb687,my_ref_jid_acb687,my_client_jid_abc687,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb688,my_ref_jid_acb688,my_client_jid_abc688,Done,8/23/2025,Mahi,12/09/2025,Rejected,ddfrsh bond is missing dfrnd dretlrettret thret retxtrdfr bond,,,,,,,,
jid_acb689,my_ref_jid_acb689,my_client_jid_abc689,Done,8/23/2025,Mahi,12/09/2025,Rejected,Y is not dfrtom,,,,,,,,
jid_acb690,my_ref_jid_acb690,my_client_jid_abc690,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb691,my_ref_jid_acb691,my_client_jid_abc691,Done,8/23/2025,Mahi,12/09/2025,Rejected,retnd of moluculret retrror,,,,,,,,
jid_acb692,my_ref_jid_acb692,my_client_jid_abc692,Clarification Needed,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb693,my_ref_jid_acb693,my_client_jid_abc693,Done,8/23/2025,Mahi,12/09/2025,Rejected,connretction cyclret,,,,,,,,
jid_acb694,my_ref_jid_acb694,my_client_jid_abc694,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb695,my_ref_jid_acb695,my_client_jid_abc695,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,srt correct but parenthesis red,,,,,,
jid_acb696,my_ref_jid_acb696,my_client_jid_abc696,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb697,my_ref_jid_acb697,my_client_jid_abc697,Done,8/23/2025,Mahi,12/09/2025,Accepted,,,,,,,,,
jid_acb698,my_ref_jid_acb698,my_client_jid_abc698,Done,8/23/2025,Mahi,12/09/2025,Not Started,,,,,,,,,
jid_acb699,my_ref_jid_acb699,my_client_jid_abc699,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb700,my_ref_jid_acb700,my_client_jid_abc700,Done,8/23/2025,Virat,12/09/2025,Accepted,,,,,,,,,
jid_acb701,my_ref_jid_acb701,my_client_jid_abc701,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb702,my_ref_jid_acb702,my_client_jid_abc702,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb703,my_ref_jid_acb703,my_client_jid_abc703,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb704,my_ref_jid_acb704,my_client_jid_abc704,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb705,my_ref_jid_acb705,my_client_jid_abc705,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb706,my_ref_jid_acb706,my_client_jid_abc706,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb707,my_ref_jid_acb707,my_client_jid_abc707,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb708,my_ref_jid_acb708,my_client_jid_abc708,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb709,my_ref_jid_acb709,my_client_jid_abc709,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb710,my_ref_jid_acb710,my_client_jid_abc710,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb711,my_ref_jid_acb711,my_client_jid_abc711,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb712,my_ref_jid_acb712,my_client_jid_abc712,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb713,my_ref_jid_acb713,my_client_jid_abc713,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb714,my_ref_jid_acb714,my_client_jid_abc714,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb715,my_ref_jid_acb715,my_client_jid_abc715,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb716,my_ref_jid_acb716,my_client_jid_abc716,Done,8/23/2025,Pai Prishna,12/09/2025,Accepted,,,,,,,,,
jid_acb717,my_ref_jid_acb717,my_client_jid_abc717,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb718,my_ref_jid_acb718,my_client_jid_abc718,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb719,my_ref_jid_acb719,my_client_jid_abc719,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb720,my_ref_jid_acb720,my_client_jid_abc720,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb721,my_ref_jid_acb721,my_client_jid_abc721,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb722,my_ref_jid_acb722,my_client_jid_abc722,Hold,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb723,my_ref_jid_acb723,my_client_jid_abc723,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb724,my_ref_jid_acb724,my_client_jid_abc724,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb725,my_ref_jid_acb725,my_client_jid_abc725,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb726,my_ref_jid_acb726,my_client_jid_abc726,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb727,my_ref_jid_acb727,my_client_jid_abc727,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb728,my_ref_jid_acb728,my_client_jid_abc728,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb729,my_ref_jid_acb729,my_client_jid_abc729,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb730,my_ref_jid_acb730,my_client_jid_abc730,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb731,my_ref_jid_acb731,my_client_jid_abc731,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb732,my_ref_jid_acb732,my_client_jid_abc732,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb733,my_ref_jid_acb733,my_client_jid_abc733,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb734,my_ref_jid_acb734,my_client_jid_abc734,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb735,my_ref_jid_acb735,my_client_jid_abc735,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb736,my_ref_jid_acb736,my_client_jid_abc736,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb737,my_ref_jid_acb737,my_client_jid_abc737,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb738,my_ref_jid_acb738,my_client_jid_abc738,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb739,my_ref_jid_acb739,my_client_jid_abc739,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb740,my_ref_jid_acb740,my_client_jid_abc740,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb741,my_ref_jid_acb741,my_client_jid_abc741,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb742,my_ref_jid_acb742,my_client_jid_abc742,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb743,my_ref_jid_acb743,my_client_jid_abc743,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb744,my_ref_jid_acb744,my_client_jid_abc744,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb745,my_ref_jid_acb745,my_client_jid_abc745,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb746,my_ref_jid_acb746,my_client_jid_abc746,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb747,my_ref_jid_acb747,my_client_jid_abc747,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb748,my_ref_jid_acb748,my_client_jid_abc748,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb749,my_ref_jid_acb749,my_client_jid_abc749,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb750,my_ref_jid_acb750,my_client_jid_abc750,Done,8/23/2025,Pai Prishna,01/08/2025,Not Started,,,,,,,,,
jid_acb751,my_ref_jid_acb751,my_client_jid_abc751,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb752,my_ref_jid_acb752,my_client_jid_abc752,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb753,my_ref_jid_acb753,my_client_jid_abc753,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb754,my_ref_jid_acb754,my_client_jid_abc754,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb755,my_ref_jid_acb755,my_client_jid_abc755,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb756,my_ref_jid_acb756,my_client_jid_abc756,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb757,my_ref_jid_acb757,my_client_jid_abc757,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb758,my_ref_jid_acb758,my_client_jid_abc758,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb759,my_ref_jid_acb759,my_client_jid_abc759,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb760,my_ref_jid_acb760,my_client_jid_abc760,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb761,my_ref_jid_acb761,my_client_jid_abc761,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb762,my_ref_jid_acb762,my_client_jid_abc762,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb763,my_ref_jid_acb763,my_client_jid_abc763,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb764,my_ref_jid_acb764,my_client_jid_abc764,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb765,my_ref_jid_acb765,my_client_jid_abc765,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb766,my_ref_jid_acb766,my_client_jid_abc766,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb767,my_ref_jid_acb767,my_client_jid_abc767,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb768,my_ref_jid_acb768,my_client_jid_abc768,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb769,my_ref_jid_acb769,my_client_jid_abc769,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb770,my_ref_jid_acb770,my_client_jid_abc770,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb771,my_ref_jid_acb771,my_client_jid_abc771,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb772,my_ref_jid_acb772,my_client_jid_abc772,Done,8/23/2025,Not Selected,01/08/2025,Not Started,,,,,,,,,
jid_acb773,my_ref_jid_acb773,my_client_jid_abc773,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb774,my_ref_jid_acb774,my_client_jid_abc774,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb775,my_ref_jid_acb775,my_client_jid_abc775,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb776,my_ref_jid_acb776,my_client_jid_abc776,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb777,my_ref_jid_acb777,my_client_jid_abc777,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb778,my_ref_jid_acb778,my_client_jid_abc778,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb779,my_ref_jid_acb779,my_client_jid_abc779,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb780,my_ref_jid_acb780,my_client_jid_abc780,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb781,my_ref_jid_acb781,my_client_jid_abc781,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb782,my_ref_jid_acb782,my_client_jid_abc782,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb783,my_ref_jid_acb783,my_client_jid_abc783,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb784,my_ref_jid_acb784,my_client_jid_abc784,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb785,my_ref_jid_acb785,my_client_jid_abc785,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb786,my_ref_jid_acb786,my_client_jid_abc786,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb787,my_ref_jid_acb787,my_client_jid_abc787,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb788,my_ref_jid_acb788,my_client_jid_abc788,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb789,my_ref_jid_acb789,my_client_jid_abc789,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb790,my_ref_jid_acb790,my_client_jid_abc790,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb791,my_ref_jid_acb791,my_client_jid_abc791,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb792,my_ref_jid_acb792,my_client_jid_abc792,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb793,my_ref_jid_acb793,my_client_jid_abc793,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
jid_acb794,my_ref_jid_acb794,my_client_jid_abc794,Done,8/23/2025,Mahi,01/08/2025,Not Started,,,,,,,,,
